id,price
188979,83875.71
188980,22996.436
188981,20422.94
188982,32669.965
188983,72983.62
188984,33458.58
188985,23423.086
188986,20652.047
188987,45260.0
188988,13251.667
188989,43363.61
188990,40484.953
188991,36046.0
188992,35945.984
188993,33976.42
188994,40854.227
188995,21269.299
188996,33172.652
188997,58528.203
188998,55200.277
188999,12036.2705
189000,14411.987
189001,30523.408
189002,48396.9
189003,34350.35
189004,58505.824
189005,43868.12
189006,61037.246
189007,37224.203
189008,32647.088
189009,25947.178
189010,34781.26
189011,48258.35
189012,43984.062
189013,42002.098
189014,32131.322
189015,29505.49
189016,62730.89
189017,14129.237
189018,16326.134
189019,18531.463
189020,15881.3545
189021,43119.28
189022,49277.586
189023,55573.906
189024,34791.785
189025,78228.68
189026,29969.797
189027,14773.577
189028,77889.26
189029,24703.006
189030,31213.78
189031,38743.027
189032,52946.5
189033,12349.254
189034,77408.51
189035,50266.96
189036,88907.15
189037,11049.343
189038,68859.95
189039,105675.74
189040,20523.127
189041,25333.818
189042,31723.275
189043,69011.766
189044,37338.375
189045,38224.21
189046,11612.583
189047,15378.298
189048,18211.607
189049,81769.93
189050,34337.598
189051,12329.723
189052,32204.963
189053,37464.836
189054,29635.691
189055,33658.29
189056,10429.526
189057,16013.103
189058,14618.001
189059,64711.32
189060,20399.475
189061,37483.297
189062,31645.334
189063,37224.055
189064,14344.0205
189065,31889.844
189066,22520.264
189067,72201.63
189068,29114.14
189069,30074.863
189070,48941.977
189071,70889.836
189072,91541.66
189073,51439.11
189074,35532.36
189075,40745.074
189076,17511.475
189077,34859.574
189078,70015.35
189079,29442.564
189080,80620.9
189081,24359.904
189082,24150.777
189083,33624.16
189084,22635.404
189085,73932.63
189086,14258.288
189087,84262.055
189088,50387.81
189089,91029.79
189090,23654.678
189091,36914.574
189092,11651.243
189093,73249.055
189094,68941.85
189095,32008.041
189096,29825.62
189097,56888.906
189098,33968.46
189099,11422.202
189100,17025.775
189101,42485.316
189102,63469.64
189103,50097.703
189104,13963.148
189105,36452.82
189106,50522.1
189107,32366.791
189108,33393.582
189109,54970.72
189110,14447.715
189111,13820.204
189112,26747.777
189113,64510.54
189114,26978.736
189115,22180.654
189116,26667.229
189117,26424.568
189118,39930.97
189119,35757.816
189120,51721.523
189121,57517.164
189122,12063.96
189123,17696.654
189124,38157.773
189125,116574.83
189126,18384.385
189127,40941.203
189128,34415.5
189129,18730.459
189130,109343.43
189131,49275.875
189132,17273.918
189133,75422.63
189134,35050.246
189135,59847.22
189136,67043.49
189137,15950.378
189138,15871.945
189139,11837.691
189140,12944.228
189141,10755.572
189142,15563.533
189143,12056.058
189144,15418.483
189145,74427.266
189146,38260.477
189147,33167.36
189148,33751.215
189149,41000.523
189150,46129.742
189151,39625.9
189152,58696.33
189153,47886.71
189154,27448.105
189155,16338.536
189156,81622.42
189157,10547.358
189158,20977.775
189159,29377.082
189160,53683.855
189161,15704.607
189162,15094.056
189163,48014.05
189164,23853.332
189165,32685.002
189166,60634.508
189167,23549.92
189168,32763.303
189169,45236.062
189170,45939.312
189171,10530.749
189172,60426.625
189173,15227.185
189174,49813.473
189175,13228.302
189176,44143.82
189177,89848.77
189178,34175.234
189179,13391.882
189180,72021.02
189181,27695.373
189182,23512.926
189183,40813.46
189184,84802.68
189185,15203.882
189186,84203.914
189187,87610.805
189188,42828.594
189189,13378.46
189190,52066.33
189191,13087.028
189192,65553.37
189193,48786.72
189194,79362.445
189195,13362.059
189196,13585.728
189197,18075.959
189198,37015.773
189199,17095.475
189200,32663.92
189201,42173.51
189202,25431.928
189203,46454.125
189204,23838.188
189205,25915.799
189206,40316.586
189207,88017.85
189208,17981.322
189209,37487.168
189210,72672.62
189211,14708.091
189212,18518.393
189213,33915.117
189214,83040.73
189215,67011.82
189216,51842.42
189217,66162.484
189218,81673.51
189219,16534.584
189220,58355.508
189221,42664.22
189222,40833.863
189223,57740.555
189224,35627.203
189225,32561.646
189226,72055.4
189227,28895.064
189228,25372.08
189229,55855.492
189230,34028.414
189231,52907.742
189232,32312.656
189233,33714.008
189234,43796.156
189235,74878.28
189236,60460.125
189237,49681.152
189238,57084.81
189239,23531.502
189240,38914.195
189241,20805.1
189242,11536.252
189243,48384.5
189244,31749.111
189245,21301.002
189246,13426.483
189247,18772.088
189248,72656.85
189249,12843.273
189250,23082.977
189251,36335.203
189252,29493.225
189253,87165.07
189254,18802.475
189255,36338.375
189256,37060.41
189257,16096.47
189258,12094.09
189259,37720.125
189260,17900.791
189261,83876.82
189262,23324.541
189263,87967.234
189264,34264.996
189265,37389.953
189266,64280.598
189267,41569.758
189268,73130.99
189269,31204.541
189270,40773.79
189271,69113.49
189272,51263.11
189273,73308.35
189274,94494.36
189275,68085.74
189276,46013.414
189277,51929.445
189278,52164.293
189279,85623.19
189280,52334.586
189281,25277.271
189282,72389.71
189283,58761.89
189284,41632.773
189285,33637.984
189286,68646.086
189287,60816.117
189288,70602.62
189289,15122.128
189290,33804.227
189291,66651.36
189292,21783.514
189293,37331.28
189294,24332.43
189295,12633.143
189296,20356.014
189297,34299.492
189298,74429.87
189299,32043.854
189300,89064.74
189301,16974.416
189302,57580.86
189303,17521.443
189304,58202.17
189305,35020.36
189306,48327.89
189307,92248.96
189308,64049.5
189309,40726.375
189310,39769.234
189311,75165.016
189312,51784.47
189313,80569.66
189314,57419.617
189315,57156.234
189316,92390.35
189317,30707.994
189318,15840.424
189319,12796.878
189320,53027.016
189321,55275.633
189322,18333.545
189323,9819.655
189324,66812.57
189325,36263.68
189326,11950.649
189327,26460.44
189328,58487.57
189329,22374.816
189330,40194.484
189331,67143.445
189332,89936.805
189333,17356.373
189334,21171.434
189335,25273.904
189336,9172.819
189337,15012.36
189338,45029.17
189339,46358.645
189340,36452.914
189341,94587.83
189342,31896.92
189343,59738.375
189344,29381.104
189345,10254.717
189346,14423.737
189347,74434.01
189348,85675.51
189349,70782.086
189350,36616.36
189351,74259.31
189352,76908.76
189353,10670.44
189354,70342.79
189355,35746.734
189356,36300.29
189357,46471.21
189358,79834.72
189359,33895.83
189360,106792.555
189361,15059.622
189362,25920.885
189363,55447.836
189364,25455.492
189365,68888.03
189366,14288.46
189367,36216.492
189368,74885.664
189369,60538.15
189370,14584.446
189371,45350.0
189372,38334.805
189373,92907.62
189374,23505.744
189375,37033.04
189376,17391.605
189377,20721.08
189378,29696.803
189379,73981.23
189380,28538.336
189381,32986.1
189382,68295.9
189383,51458.2
189384,36501.414
189385,71966.64
189386,33660.113
189387,14448.853
189388,61858.977
189389,78431.25
189390,70888.76
189391,37369.58
189392,14022.046
189393,16363.522
189394,16978.041
189395,12880.1455
189396,21018.525
189397,62206.914
189398,25463.098
189399,36767.324
189400,49742.758
189401,23101.307
189402,113163.59
189403,33624.402
189404,36147.664
189405,94418.336
189406,36318.28
189407,40472.523
189408,67149.734
189409,33637.207
189410,97245.62
189411,56634.207
189412,46996.695
189413,69636.89
189414,96793.34
189415,39742.51
189416,32202.418
189417,22987.71
189418,46294.133
189419,24059.697
189420,46970.766
189421,83389.586
189422,66518.88
189423,79988.88
189424,90551.66
189425,51637.234
189426,15058.991
189427,61914.266
189428,17106.438
189429,9935.247
189430,16165.622
189431,34899.812
189432,25545.166
189433,72662.13
189434,60560.883
189435,17157.752
189436,34031.895
189437,30519.932
189438,26598.275
189439,16496.291
189440,24091.104
189441,72505.0
189442,74940.32
189443,91836.73
189444,14240.327
189445,67215.54
189446,93778.6
189447,19518.541
189448,102034.9
189449,11673.323
189450,41054.062
189451,33128.07
189452,29790.166
189453,30003.9
189454,74040.88
189455,42219.277
189456,83531.67
189457,13170.64
189458,75451.21
189459,19487.781
189460,27520.229
189461,58010.06
189462,57441.875
189463,31082.217
189464,27998.826
189465,96368.49
189466,16453.86
189467,40240.047
189468,16229.882
189469,20885.648
189470,68226.41
189471,81490.445
189472,32024.373
189473,10468.027
189474,98477.6
189475,23240.424
189476,56529.71
189477,29399.63
189478,30732.541
189479,40984.742
189480,11468.111
189481,69863.266
189482,22225.38
189483,59886.758
189484,34146.5
189485,14729.058
189486,52501.184
189487,19518.014
189488,28377.639
189489,118072.91
189490,64227.504
189491,77563.39
189492,38016.242
189493,36238.812
189494,69945.52
189495,15506.46
189496,67658.836
189497,41722.312
189498,15767.913
189499,76025.586
189500,22018.033
189501,23265.164
189502,16440.016
189503,36677.324
189504,32532.014
189505,60338.92
189506,66052.97
189507,34385.78
189508,48577.14
189509,74451.055
189510,22941.639
189511,30322.566
189512,36061.906
189513,95772.63
189514,17551.19
189515,87606.43
189516,17599.62
189517,15412.227
189518,43330.188
189519,20407.824
189520,41252.617
189521,55396.58
189522,37740.977
189523,97597.88
189524,23025.959
189525,61318.97
189526,18755.951
189527,45240.586
189528,58544.375
189529,63852.96
189530,52024.1
189531,14065.045
189532,9685.636
189533,65280.082
189534,76222.8
189535,74990.875
189536,60405.105
189537,65986.59
189538,43108.375
189539,40471.094
189540,16351.076
189541,23658.857
189542,49731.535
189543,33158.1
189544,73741.914
189545,15842.515
189546,43607.234
189547,84151.484
189548,55982.71
189549,14469.924
189550,44006.82
189551,26890.047
189552,107336.73
189553,78206.67
189554,42693.945
189555,103588.695
189556,36274.523
189557,45311.66
189558,85213.54
189559,143554.52
189560,93971.875
189561,50788.008
189562,55500.65
189563,34238.086
189564,15755.384
189565,59063.367
189566,63291.84
189567,76462.06
189568,14049.081
189569,43870.617
189570,11026.056
189571,26971.822
189572,34472.277
189573,56470.055
189574,30427.447
189575,64095.06
189576,52734.86
189577,59336.504
189578,69980.164
189579,77164.63
189580,33260.79
189581,40962.906
189582,81489.11
189583,48254.14
189584,61316.77
189585,77602.59
189586,43240.85
189587,15875.628
189588,69235.914
189589,34355.83
189590,74409.555
189591,59099.875
189592,43062.86
189593,72441.13
189594,40101.08
189595,41196.734
189596,59407.805
189597,21025.486
189598,10908.053
189599,90001.09
189600,31249.389
189601,93954.64
189602,37249.594
189603,91232.46
189604,40161.867
189605,50760.426
189606,63571.04
189607,60490.63
189608,35611.72
189609,93344.83
189610,98548.18
189611,72548.02
189612,35269.61
189613,17394.738
189614,11646.569
189615,51023.242
189616,71445.67
189617,56495.555
189618,17506.693
189619,66122.625
189620,13693.754
189621,16172.651
189622,66303.836
189623,29011.334
189624,45719.0
189625,32382.598
189626,44759.61
189627,35997.57
189628,69401.984
189629,37205.703
189630,13765.319
189631,41871.023
189632,40549.22
189633,66575.08
189634,34827.395
189635,57395.113
189636,15678.632
189637,16770.0
189638,26361.754
189639,52148.363
189640,77285.055
189641,12310.977
189642,53379.33
189643,13739.816
189644,13453.012
189645,69589.3
189646,39808.582
189647,86392.68
189648,32353.264
189649,10974.118
189650,52111.727
189651,76792.07
189652,13707.47
189653,64978.547
189654,43822.258
189655,56897.336
189656,44975.18
189657,28379.674
189658,48535.95
189659,52064.117
189660,15208.71
189661,57885.816
189662,30973.436
189663,41261.844
189664,60720.953
189665,39821.13
189666,33956.08
189667,34193.055
189668,44164.34
189669,35736.07
189670,19385.482
189671,32650.146
189672,74940.23
189673,42094.86
189674,21865.656
189675,29406.736
189676,12643.438
189677,80542.83
189678,34993.97
189679,73328.71
189680,86100.54
189681,49674.965
189682,33716.207
189683,32712.625
189684,29040.783
189685,81645.78
189686,15665.956
189687,12400.757
189688,13896.585
189689,34731.07
189690,48595.113
189691,42119.57
189692,16058.8955
189693,69801.35
189694,17121.818
189695,78723.445
189696,61288.125
189697,17593.254
189698,18610.139
189699,16734.865
189700,13673.282
189701,34406.32
189702,72905.53
189703,12337.603
189704,52889.832
189705,48136.32
189706,37656.312
189707,48450.086
189708,27359.072
189709,16305.409
189710,18166.373
189711,17249.24
189712,16346.041
189713,16794.055
189714,37240.91
189715,11443.652
189716,64019.29
189717,38050.305
189718,12455.288
189719,12880.714
189720,47398.387
189721,26329.871
189722,21697.28
189723,29406.318
189724,13599.849
189725,32502.934
189726,78166.055
189727,25260.42
189728,81367.234
189729,20813.89
189730,67007.336
189731,44000.08
189732,88202.66
189733,57532.6
189734,18624.408
189735,71024.47
189736,15508.603
189737,15342.192
189738,79752.45
189739,70433.32
189740,37615.65
189741,93479.15
189742,69023.57
189743,29233.256
189744,62988.35
189745,40220.703
189746,21804.068
189747,47099.54
189748,45131.406
189749,26366.5
189750,10695.563
189751,69596.67
189752,12793.812
189753,62215.258
189754,38474.734
189755,89428.336
189756,13502.194
189757,82298.695
189758,12184.721
189759,68154.52
189760,51246.55
189761,30192.854
189762,74384.12
189763,44787.54
189764,71717.48
189765,37517.117
189766,72678.96
189767,15292.761
189768,10813.441
189769,9977.062
189770,55788.39
189771,18323.775
189772,16704.592
189773,44143.4
189774,52157.473
189775,15787.789
189776,97392.76
189777,19269.424
189778,23571.045
189779,51725.434
189780,9699.869
189781,13482.728
189782,61555.094
189783,80400.77
189784,73093.6
189785,58439.703
189786,66328.41
189787,79117.35
189788,36094.54
189789,27506.938
189790,30131.127
189791,35346.47
189792,10946.835
189793,59870.184
189794,70666.586
189795,118817.22
189796,117506.27
189797,37142.688
189798,38003.85
189799,45096.57
189800,46739.035
189801,59740.477
189802,66598.37
189803,22262.928
189804,13434.8955
189805,36961.492
189806,40337.49
189807,15071.26
189808,18719.102
189809,59666.11
189810,13218.94
189811,62422.344
189812,71450.99
189813,89139.086
189814,43782.195
189815,12024.628
189816,25033.814
189817,66365.04
189818,35175.79
189819,31743.777
189820,62101.137
189821,59459.35
189822,36171.914
189823,15981.218
189824,90135.76
189825,49449.97
189826,13009.974
189827,44346.86
189828,43618.21
189829,41412.004
189830,14517.413
189831,54924.41
189832,59626.516
189833,47860.93
189834,15245.348
189835,14558.293
189836,64465.938
189837,41834.242
189838,19585.23
189839,33127.164
189840,99613.414
189841,48883.125
189842,16749.457
189843,40906.96
189844,27956.354
189845,52326.52
189846,35766.055
189847,61027.58
189848,56694.37
189849,12536.54
189850,41850.055
189851,67489.49
189852,18002.457
189853,58526.4
189854,58376.93
189855,9505.81
189856,18778.242
189857,12426.397
189858,34595.09
189859,44283.98
189860,14479.108
189861,27286.424
189862,17568.732
189863,31910.41
189864,71055.805
189865,53591.28
189866,34967.246
189867,70644.35
189868,36842.234
189869,46676.85
189870,58507.18
189871,54893.67
189872,24875.182
189873,52860.812
189874,47905.047
189875,34740.133
189876,44043.695
189877,35917.72
189878,61319.875
189879,81772.38
189880,12915.674
189881,67299.64
189882,50698.625
189883,36605.676
189884,37181.008
189885,15103.753
189886,53021.203
189887,36338.78
189888,78768.24
189889,31715.457
189890,28733.121
189891,20957.447
189892,41265.953
189893,21103.725
189894,35397.574
189895,47776.043
189896,32132.053
189897,36916.805
189898,68683.125
189899,12713.173
189900,35185.43
189901,52603.023
189902,16744.285
189903,56952.81
189904,155371.0
189905,39857.625
189906,81504.6
189907,64802.594
189908,12176.157
189909,67730.56
189910,23914.912
189911,85475.914
189912,99023.93
189913,16308.665
189914,68243.17
189915,60828.914
189916,66142.305
189917,64020.586
189918,12197.721
189919,92221.14
189920,68005.78
189921,72999.086
189922,22182.223
189923,79883.18
189924,24896.123
189925,56223.523
189926,69815.11
189927,15532.655
189928,78339.08
189929,78953.18
189930,19535.822
189931,46016.508
189932,35840.625
189933,14994.793
189934,33148.75
189935,10031.985
189936,39658.86
189937,9571.01
189938,9087.753
189939,11519.021
189940,48829.152
189941,62120.58
189942,39928.04
189943,78131.89
189944,69435.49
189945,34121.152
189946,21193.715
189947,15194.062
189948,73337.98
189949,23122.018
189950,40085.047
189951,48854.477
189952,78363.4
189953,50237.82
189954,13462.205
189955,16741.934
189956,9981.904
189957,32514.469
189958,31878.588
189959,97696.01
189960,43333.574
189961,78566.23
189962,72524.54
189963,24128.643
189964,63296.855
189965,18251.035
189966,19991.115
189967,43739.7
189968,57256.32
189969,34375.04
189970,11950.624
189971,59544.562
189972,70099.63
189973,79522.305
189974,61190.32
189975,80374.13
189976,16262.288
189977,49923.312
189978,11166.708
189979,54223.46
189980,72470.9
189981,36497.273
189982,71138.77
189983,16687.719
189984,69397.695
189985,52544.797
189986,57573.508
189987,52862.105
189988,12088.38
189989,91003.67
189990,77847.695
189991,45262.08
189992,12548.912
189993,74678.69
189994,38053.82
189995,52669.703
189996,79171.17
189997,25433.297
189998,38005.695
189999,11875.938
190000,45033.938
190001,67779.7
190002,39974.723
190003,46383.086
190004,26156.508
190005,61844.72
190006,72169.195
190007,48470.625
190008,74142.55
190009,49867.977
190010,15204.042
190011,86845.58
190012,51596.867
190013,72364.4
190014,33606.89
190015,36459.133
190016,8668.763
190017,16407.262
190018,63206.977
190019,57394.26
190020,36357.316
190021,36556.75
190022,59220.53
190023,32568.951
190024,97429.77
190025,39348.02
190026,27119.723
190027,17143.889
190028,16792.727
190029,60409.03
190030,34565.094
190031,50252.336
190032,54092.84
190033,46018.688
190034,10875.337
190035,49383.844
190036,26204.85
190037,34413.4
190038,72018.445
190039,33541.01
190040,20776.502
190041,47951.344
190042,69593.336
190043,79310.086
190044,13098.86
190045,29570.385
190046,22754.217
190047,33788.84
190048,13336.536
190049,47528.086
190050,91411.35
190051,28273.4
190052,35019.89
190053,45941.57
190054,29044.549
190055,26649.654
190056,11171.336
190057,22877.271
190058,79733.52
190059,27231.662
190060,40763.12
190061,42775.11
190062,105118.99
190063,46970.453
190064,72412.195
190065,33720.773
190066,75997.26
190067,41322.69
190068,89583.29
190069,56218.28
190070,70629.46
190071,16283.3125
190072,70390.01
190073,15820.454
190074,27513.053
190075,43343.125
190076,15061.403
190077,68189.38
190078,13568.958
190079,26569.934
190080,59654.586
190081,49464.594
190082,57717.48
190083,57373.316
190084,12857.252
190085,60646.86
190086,39283.438
190087,74496.47
190088,20432.396
190089,17752.303
190090,15598.134
190091,24066.908
190092,19799.01
190093,100513.734
190094,51664.33
190095,11748.358
190096,18718.213
190097,55697.156
190098,51030.42
190099,38495.805
190100,23786.846
190101,37746.992
190102,14887.965
190103,35431.117
190104,34858.434
190105,27108.645
190106,38952.305
190107,13486.011
190108,333814.38
190109,89981.164
190110,74437.695
190111,15858.406
190112,21391.4
190113,85858.15
190114,90051.79
190115,15598.044
190116,31751.902
190117,69929.445
190118,23450.348
190119,33811.26
190120,28199.973
190121,12400.431
190122,38079.09
190123,48486.67
190124,35389.195
190125,98912.74
190126,68404.945
190127,25141.639
190128,84264.16
190129,17264.941
190130,73671.32
190131,42981.242
190132,10940.944
190133,41413.97
190134,74231.82
190135,40623.43
190136,16000.708
190137,80344.195
190138,42913.67
190139,16156.151
190140,36456.766
190141,33773.555
190142,34280.418
190143,40131.48
190144,47048.47
190145,75710.164
190146,74569.48
190147,75728.2
190148,12642.864
190149,37181.363
190150,60603.29
190151,47507.883
190152,14770.948
190153,13073.08
190154,32880.676
190155,35036.594
190156,41857.477
190157,71511.9
190158,48304.164
190159,16677.768
190160,64597.45
190161,38723.805
190162,34076.375
190163,12934.041
190164,27553.816
190165,31545.45
190166,43158.31
190167,12156.685
190168,58626.92
190169,62852.773
190170,63042.625
190171,48884.9
190172,32606.494
190173,17741.531
190174,42443.734
190175,73447.945
190176,55894.3
190177,12710.71
190178,65258.39
190179,94668.12
190180,17160.572
190181,67181.984
190182,9411.321
190183,26764.018
190184,32564.352
190185,35832.176
190186,16875.793
190187,45175.992
190188,71720.75
190189,46321.836
190190,57226.895
190191,17078.732
190192,51821.95
190193,55643.71
190194,71254.54
190195,87453.43
190196,16439.28
190197,78085.164
190198,73232.46
190199,83396.016
190200,60865.22
190201,19080.115
190202,96651.016
190203,56082.836
190204,39939.215
190205,16237.784
190206,39311.953
190207,61114.445
190208,24651.23
190209,34291.336
190210,59412.27
190211,77203.63
190212,72140.13
190213,30070.314
190214,52763.0
190215,50870.28
190216,53563.59
190217,42762.07
190218,61355.285
190219,22823.533
190220,31610.19
190221,31980.219
190222,82356.46
190223,30229.826
190224,43896.04
190225,42917.062
190226,33013.03
190227,11030.782
190228,12086.416
190229,76092.82
190230,16663.854
190231,11360.421
190232,49494.293
190233,24762.752
190234,46188.668
190235,24503.002
190236,97635.49
190237,71893.46
190238,89467.83
190239,86702.664
190240,45693.96
190241,30301.17
190242,54704.812
190243,34600.39
190244,72390.54
190245,49884.59
190246,83599.21
190247,71225.055
190248,75318.516
190249,56196.816
190250,36057.586
190251,12213.694
190252,16641.34
190253,50557.656
190254,43560.797
190255,11553.733
190256,34296.68
190257,16332.706
190258,36356.637
190259,16916.729
190260,17365.979
190261,34117.145
190262,12375.575
190263,35684.6
190264,35527.633
190265,76592.48
190266,45448.92
190267,36975.656
190268,28878.56
190269,78706.46
190270,77717.0
190271,45145.113
190272,33754.94
190273,12505.092
190274,58207.637
190275,57739.22
190276,16862.836
190277,62517.844
190278,43511.914
190279,78310.84
